"Deine Klassenstufe/Lehrer","In welche Shops/Läden würdest du vorzugsweise gehen? ","Was würdest du in einem Fast Food-Restaurant bestellen","Was würdest du beim Bäcker bestellen?","Was würdest du im Kasino vorzugsweise spielen?","Was würdest du dir in einem Fanartikel-Shop kaufen?","Was würdest du dir in einem Sportladen kaufen?","Was ist deine Lieblingsfarbe?","Was würdest du eher in einem Webshop herunterladen?","Timestamp","Zuletzt aktualisiert","Erstellt von","Aktualisiert von","Entwurf","IP-Adresse","ID","Schlüssel"
"Lehrer","Bäcker, Supermarkt","Pommes","Franzbrötchen","Heißer Draht in Dino-Form","Dinochips (Einkaufswagen)","Taucher-Set","Blau","MP3 (Einen Song)","2019-05-22 17:05:46","2019-05-22 17:05:46","","","0","","1366","edra7"
"Lehrer","Bäcker, Sportladen, Supermarkt","Currywurst","Franzbrötchen","Hau-den-Dino","Pfeife","Trainingskleidung-Set (Laufsachen)","Gelb","MP3 (Einen Song)","2019-05-22 17:09:34","2019-05-22 17:09:34","","","0","","1367","dt9nq"
"Lehrer","Bäcker, Sportladen, Supermarkt, Webshop","Burger","Käsebrötchen","Heißer Draht in Dino-Form","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Schwarz","MP3 (Einen Song)","2019-05-22 17:17:22","2019-05-22 17:17:22","","","0","","1368","m47q0"
"Lehrer","Bäcker, Supermarkt, Webshop","Pommes","Käsebrötchen","Heißer Draht in Dino-Form","Pfeife","Taucher-Set","Schwarz","MP3 (Einen Song)","2019-05-22 17:18:14","2019-05-22 17:18:14","","","0","","1369","j1xzn"
"11","Bäcker, Supermarkt","Pommes","Franzbrötchen","Hau-den-Dino","Pfeife","Trainingskleidung-Set (Laufsachen)","Blau","MP3 (Einen Song)","2019-05-22 17:36:36","2019-05-22 17:36:36","","","0","","1370","s3ozu"
"Lehrer","Supermarkt","Pommes","Käsebrötchen","Hau-den-Dino","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Blau","PNG (Ein Bild)","2019-05-22 17:37:57","2019-05-22 17:37:57","","","0","","1371","2i0zu"
"Lehrer","Bäcker, Supermarkt","Pommes","Käsebrötchen","Heißer Draht in Dino-Form","Pfeife","Trainingskleidung-Set (Laufsachen)","Rot","MP3 (Einen Song)","2019-05-22 17:44:28","2019-05-22 17:44:28","","","0","","1372","7i8f8"
"Lehrer","Supermarkt","Burger","Salamibrötchen","Heißer Draht in Dino-Form","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Violett","MP3 (Einen Song)","2019-05-22 17:44:44","2019-05-22 17:44:44","","","0","","1373","4rys5"
"Lehrer","Bäcker, Sportladen, Supermarkt, Webshop","Currywurst","Käsebrötchen","Hau-den-Dino","Pfeife","Trainingskleidung-Set (Laufsachen)","Grün","MP3 (Einen Song)","2019-05-22 17:53:20","2019-05-22 17:53:20","","","0","","1374","g6ylh"
"Lehrer","Bäcker, Supermarkt","Pommes","Käsebrötchen","Heißer Draht in Dino-Form","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Blau","MP3 (Einen Song)","2019-05-22 18:05:21","2019-05-22 18:05:21","","","0","","1375","cbnx5"
"Lehrer","Fast Food-Restaurant, Supermarkt, Webshop","Burger","Franzbrötchen","Heißer Draht in Dino-Form","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Grün","MP3 (Einen Song)","2019-05-22 18:09:12","2019-05-22 18:09:12","","","0","","1376","2q7ge"
"Lehrer","Supermarkt, Webshop","Pommes","Käsebrötchen","Heißer Draht in Dino-Form","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Grün","PNG (Ein Bild)","2019-05-22 18:27:54","2019-05-22 18:27:54","","","0","","1377","ekxf6"
"Lehrer","Supermarkt, Webshop","Veganer Salat","Salamibrötchen","Hau-den-Dino","Pfeife","Trainingskleidung-Set (Laufsachen)","Blau","PNG (Ein Bild)","2019-05-22 18:47:50","2019-05-22 18:47:50","","","0","","1378","dcyke"
"Lehrer","Supermarkt","Currywurst","Salamibrötchen","Heißer Draht in Dino-Form","Pfeife","Taucher-Set","Blau","MP3 (Einen Song)","2019-05-22 19:13:17","2019-05-22 19:13:17","","","0","","1379","tv996"
"Lehrer","Bäcker, Sportladen, Supermarkt, Webshop","Currywurst","Käsebrötchen","Hau-den-Dino","Pfeife","Trainingskleidung-Set (Laufsachen)","Blau","MP3 (Einen Song)","2019-05-22 19:29:22","2019-05-22 19:29:22","","","0","","1380","536p0"
"Lehrer","Supermarkt","Veganer Salat","Käsebrötchen","Hau-den-Dino","Pfeife","Trainingskleidung-Set (Laufsachen)","Violett","MP3 (Einen Song)","2019-05-22 19:40:57","2019-05-22 19:40:57","","","0","","1381","6tg4d"
"Lehrer","Fanartikel-Shop, Sportladen","Burger","Salamibrötchen","Hau-den-Dino","Pfeife","Trainingskleidung-Set (Laufsachen)","Schwarz","MP3 (Einen Song)","2019-05-22 20:23:04","2019-05-22 20:23:04","","","0","","1382","9jb38"
"Lehrer","Bäcker, Sportladen, Supermarkt","Pommes","Käsebrötchen","Heißer Draht in Dino-Form","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Rot","MP3 (Einen Song)","2019-05-22 20:37:31","2019-05-22 20:37:31","","","0","","1383","ofq3s"
"Lehrer","Supermarkt, Webshop","Veganer Salat","Schokocroissant","Hau-den-Dino","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Schwarz","MP3 (Einen Song)","2019-05-22 21:46:59","2019-05-22 21:46:59","","","0","","1384","wxqw9"
"Lehrer","Bäcker, Sportladen, Webshop","Currywurst","Schokocroissant","Hau-den-Dino","Pfeife","Trainingskleidung-Set (Laufsachen)","Grün","MP3 (Einen Song)","2019-05-22 21:54:47","2019-05-22 21:54:47","","","0","","1385","xjvkk"
"Lehrer","Supermarkt","Burger","Schokocroissant","Hau-den-Dino","Pfeife","Trainingskleidung-Set (Laufsachen)","Schwarz","MP3 (Einen Song)","2019-05-23 07:01:52","2019-05-23 07:01:52","","","0","","1386","egjgs"
"Lehrer","Bäcker, Sportladen, Supermarkt","Burger","Schokocroissant","Hau-den-Dino","Pfeife","Trainingskleidung-Set (Laufsachen)","Grün","MP3 (Einen Song)","2019-05-23 08:11:58","2019-05-23 08:11:58","","","0","","1387","jzqnl"
"Lehrer","Bäcker, Supermarkt","Burger","Käsebrötchen","Heißer Draht in Dino-Form","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Blau","MP3 (Einen Song)","2019-05-23 09:37:31","2019-05-23 09:37:31","","","0","","1388","qsqr6"
"Lehrer","Bäcker, Supermarkt, Webshop","Pommes","Käsebrötchen","Hau-den-Dino","Pfeife","Trainingskleidung-Set (Laufsachen)","Blau","MP3 (Einen Song)","2019-05-23 10:36:53","2019-05-23 10:36:53","","","0","","1389","hy1mu"
"Lehrer","Bäcker, Sportladen, Supermarkt, Webshop","Burger","Käsebrötchen","Hau-den-Dino","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Grün","MP3 (Einen Song)","2019-05-23 11:06:26","2019-05-23 11:06:26","","","0","","1390","lwqqv"
"Lehrer","Supermarkt","Fleischklopsbrötchen (Boulette/Frikadelle)","Käsebrötchen","Hau-den-Dino","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Blau","MP3 (Einen Song)","2019-05-23 13:08:14","2019-05-23 13:08:14","","","0","","1392","4rsd4"
"Lehrer","Fast Food-Restaurant","Burger","Käsebrötchen","Hau-den-Dino","Dinochips (Einkaufswagen)","Taucher-Set","Blau","MP3 (Einen Song)","2019-05-23 16:05:45","2019-05-23 16:05:45","","","0","","1393","i8on3"
"Lehrer","Bäcker, Supermarkt","Pommes","Franzbrötchen","Heißer Draht in Dino-Form","Pfeife","Taucher-Set","Gelb","MP3 (Einen Song)","2019-05-23 17:45:21","2019-05-23 17:45:21","","","0","","1394","ijm99"
"Lehrer","Supermarkt","Pommes","Käsebrötchen","Hau-den-Dino","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Blau","PNG (Ein Bild)","2019-05-23 20:51:19","2019-05-23 20:51:19","","","0","","1395","7tnzl"
"Lehrer","Sportladen, Supermarkt","Pommes","Käsebrötchen","Heißer Draht in Dino-Form","Pfeife","Trainingskleidung-Set (Laufsachen)","Grün","MP3 (Einen Song)","2019-05-23 21:14:17","2019-05-23 21:14:17","","","0","","1396","t9ctr"
"Lehrer","Bäcker, Sportladen, Supermarkt","Burger","Salamibrötchen","Hau-den-Dino","Dinochips (Einkaufswagen)","Trainingskleidung-Set (Laufsachen)","Grün","MP3 (Einen Song)","2019-05-24 12:42:57","2019-05-24 12:42:57","","","0","","1397","alm1p"
"Lehrer","Bäcker","Burger","Franzbrötchen","Hau-den-Dino","Pfeife","Taucher-Set","Grün","MP3 (Einen Song)","2019-05-24 16:37:26","2019-05-24 16:37:26","","","0","","1398","hptfo"
